,apartment_type,district,agency,size,floor,year_built,station_distance,cost
121,1R APARTMENT,"IN MINAMIKARASUYAMA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 18.64 m²,Floor 4 / 6F,Year Built 1993,Chitose Karasuyama Station (4 min. walk),"Monthly Costs ¥67,000"
122,1K APARTMENT,"IN TOYAMA(SONOTA)
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 20.87 m²,Floor 6 / 6F,Year Built 1971,Nishiwaseda Station (4 min. walk),"Monthly Costs ¥59,000"
123,1K APARTMENT,"IN YAMATOCHO
ITABASHI-KU, TOKYO","Aonissin Co.,ltd.",Size 22.35 m²,Floor 1 / 2F,Year Built 2007,Itabashi Honchou Station (11 min. walk),"Monthly Costs ¥72,550"
124,1DK APARTMENT,"IN SHIMIZU
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 32.03 m²,Floor 1 / 3F,Year Built 1997,Ogikubo Station (9 min. walk),"Monthly Costs ¥70,000"
125,1R APARTMENT,"IN NISHISHINJUKU
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 26.53 m²,Floor 8 / 14F,Year Built 1979,Tochomae Station (5 min. walk),"Monthly Costs ¥84,000"
126,1R APARTMENT,"IN TAKABAN
MEGURO-KU, TOKYO","Aonissin Co.,ltd.",Size 22.00 m²,Floor 2 / 4F,Year Built 1991,Gakugei Daigaku Station (5 min. walk),"Monthly Costs ¥75,000"
127,1K APARTMENT,"IN SENJU OKAWACHO
ADACHI-KU, TOKYO","Aonissin Co.,ltd.",Size 20.01 m²,Floor 1 / 3F,Year Built 2016,Kitasenju Station (14 min. walk),"Monthly Costs ¥76,550"
128,1R APARTMENT,"IN HONAN
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 18.00 m²,Floor 5 / 6F,Year Built 1971,Hounanchou Station (2 min. walk),"Monthly Costs ¥66,000"
129,1K APARTMENT,"IN YUSHIMA
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 21.58 m²,Floor 7 / 10F,Year Built 2004,Yushima Station (1 min. walk),"Monthly Costs ¥88,000"
130,2DK APARTMENT,"IN NAKAKASAI
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 36.20 m²,Floor 7 / 7F,Year Built 1986,Kasai Station (2 min. walk),"Monthly Costs ¥75,000"
131,1K APARTMENT,"IN TOKUMARU
ITABASHI-KU, TOKYO","Aonissin Co.,ltd.",Size 21.47 m²,Floor 2 / 3F,Year Built 2017,Tōbu-nerima Station (7 min. walk),"Monthly Costs ¥86,550"
132,1R APARTMENT,"IN NAKAOCHIAI
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 15.04 m²,Floor 4 / 4F,Year Built 1985,Shimoochiai Station (10 min. walk),"Monthly Costs ¥59,000"
133,1LDK APARTMENT,"IN MINAMIAOYAMA
MINATO-KU, TOKYO","Century 21 Nishin Co., Ltd.",Size 50.56 m²,Floor 8 / 10F,Year Built 2005,Omotesando Station (10 min. walk),"Monthly Costs ¥260,110"
134,1K APARTMENT,"IN OTSUKA
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 26.25 m²,Floor 3 / 6F,Year Built 2007,Myōgadani Station (9 min. walk),"Monthly Costs ¥96,000"
135,2LDK APARTMENT,"IN AKASAKA
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 88.54 m²,Floor 30 / 45F,Year Built 2008,Akasaka Station (4 min. walk),"Monthly Costs ¥565,000"
136,1K APARTMENT,"IN MINAMISUNA
KOTO-KU, TOKYO","Aonissin Co.,ltd.",Size 24.41 m²,Floor 1 / 2F,Year Built 1993,Minamisunamachi Station (10 min. walk),"Monthly Costs ¥64,000"
137,1R APARTMENT,"IN NISHISHINJUKU
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 18.27 m²,Floor 10 / 14F,Year Built 1981,Shinjuku Station (8 min. walk),"Monthly Costs ¥72,000"
138,1R APARTMENT,"IN HIGASHIKANAMACHI
KATSUSHIKA-KU, TOKYO","Aonissin Co.,ltd.",Size 16.00 m²,Floor 5 / 5F,Year Built 1988,Kanamachi Station (8 min. walk),"Monthly Costs ¥45,000"
139,3DK APARTMENT,"IN KABUKICHO
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 53.46 m²,Floor 9 / 11F,Year Built 1980,Higashi-Shinjuku Station (1 min. walk),"Monthly Costs ¥190,000"
140,1K APARTMENT,"IN YAKUMO
MEGURO-KU, TOKYO","Aonissin Co.,ltd.",Size 17.39 m²,Floor 1 / 3F,Year Built 1983,Toritsu-daigaku Station (7 min. walk),"Monthly Costs ¥63,000"
141,1R APARTMENT,"IN HOMMACHI
SHIBUYA-KU, TOKYO","Aonissin Co.,ltd.",Size 13.21 m²,Floor 4 / 5F,Year Built 1983,Hatagaya Station (10 min. walk),"Monthly Costs ¥52,000"
142,1K APARTMENT,"IN NAGASAKI
TOSHIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 21.50 m²,Floor 2 / 2F,Year Built 1977,Shiina Machi Station (6 min. walk),"Monthly Costs ¥57,000"
143,2DK APARTMENT,"IN HONKOMAGOME
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 32.18 m²,Floor 1 / 2F,Year Built 1989,Honkomagome Station (8 min. walk),"Monthly Costs ¥80,000"
144,2DK APARTMENT,"IN HIGASHISHINBASHI
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 40.46 m²,Floor 6 / 9F,Year Built 1981,Shiodome Station (5 min. walk),"Monthly Costs ¥145,000"
145,1R APARTMENT,"IN KANDAOGAWAMACHI
CHIYODA-KU, TOKYO","Aonissin Co.,ltd.",Size 15.22 m²,Floor 11 / 11F,Year Built 1980,Ogawamachi Station (6 min. walk),"Monthly Costs ¥70,000"
146,1R APARTMENT,"IN KOENJIKITA
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 30.90 m²,Floor 2 / 3F,Year Built 2002,Koenji Station (4 min. walk),"Monthly Costs ¥90,000"
147,1K APARTMENT,"IN UDAGAWACHO
SHIBUYA-KU, TOKYO","Aonissin Co.,ltd.",Size 20.93 m²,Floor 4 / 7F,Year Built 2001,Shibuya Station (9 min. walk),"Monthly Costs ¥105,000"
148,2LDK HOUSE,"IN NISHIAZABU
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 53.75 m²,Year Built 1966,Nearest Station Omotesando Station (8 min. walk),?,"Monthly Costs ¥190,000"
149,1R APARTMENT,"IN NAKANO
NAKANO-KU, TOKYO","Aonissin Co.,ltd.",Size 18.20 m²,Floor 1 / 3F,Year Built 1996,Nakano Station (10 min. walk),"Monthly Costs ¥72,000"
150,2K APARTMENT,"IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 30.09 m²,Floor 2 / 3F,Year Built 1984,Sakurajousui Station (4 min. walk),"Monthly Costs ¥80,000"
151,1K APARTMENT,"IN OIZUMIGAKUENCHO
NERIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 19.87 m²,Floor 2 / 2F,Year Built 2006,Oizumigakuen Station (21 min. walk),"Monthly Costs ¥63,550"
152,1K APARTMENT,"IN EBISU
SHIBUYA-KU, TOKYO","Aonissin Co.,ltd.",Size 31.68 m²,Floor 2 / 13F,Year Built 2009,Hiroo Station (9 min. walk),"Monthly Costs ¥147,000"
153,1LDK APARTMENT,"IN ROPPONGI
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 59.75 m²,Floor 12 / 13F,Year Built 2003,Roppongi-itchome Station (2 min. walk),"Monthly Costs ¥265,000"
154,2DK APARTMENT,"IN SHINJUKU
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 47.80 m²,Floor 4 / 4F,Year Built 1989,Higashi-Shinjuku Station (8 min. walk),"Monthly Costs ¥163,000"
155,1R APARTMENT,"IN KITAKOIWA
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 18.43 m²,Floor 2 / 3F,Year Built 1991,Keiseikoiwa Station (7 min. walk),"Monthly Costs ¥65,000"
156,1R APARTMENT,"IN HACHIMANYAMA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 16.60 m²,Floor 3 / 3F,Year Built 1991,Kamikitazawa Station (14 min. walk),"Monthly Costs ¥57,000"
157,1LDK APARTMENT,"IN IRIYA
ADACHI-KU, TOKYO","Aonissin Co.,ltd.",Size 56.04 m²,Floor 2 / 3F,Year Built 2009,Tonerikouen Station (16 min. walk),"Monthly Costs ¥86,550"
158,1DK APARTMENT,"IN KOHINATA
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 24.00 m²,Floor 2 / 4F,Year Built 1974,Myōgadani Station (4 min. walk),"Monthly Costs ¥75,000"
159,1LDK APARTMENT,"IN HIGASHIAZABU
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 35.00 m²,Floor 2 / 4F,Year Built 1989,Azabu-juban Station (5 min. walk),"Monthly Costs ¥125,000"
160,1R APARTMENT,"IN HATANODAI
SHINAGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 16.00 m²,Floor 2 / 2F,Year Built 1986,Hatanodai Station (4 min. walk),"Monthly Costs ¥61,000"
161,1R APARTMENT,"IN SENDAGI
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 18.53 m²,Floor 4 / 9F,Year Built 1977,Sendagi Station (7 min. walk),"Monthly Costs ¥62,000"
162,1R APARTMENT,"IN SANGENJAYA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 14.00 m²,Floor 1 / 3F,Year Built 1990,Sangenjaya Station (7 min. walk),"Monthly Costs ¥45,000"
163,2DK APARTMENT,"IN AKABANEKITA
KITA-KU, TOKYO","Aonissin Co.,ltd.",Size 38.46 m²,Floor 3 / 6F,Year Built 1989,Akabane Station (20 min. walk),"Monthly Costs ¥92,000"
164,1R APARTMENT,"IN KIKUKAWA
SUMIDA-KU, TOKYO","Aonissin Co.,ltd.",Size 18.10 m²,Floor 3 / 9F,Year Built 1992,Kikukawa Station (1 min. walk),"Monthly Costs ¥70,000"
165,1K APARTMENT,"IN AKASAKA
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 22.26 m²,Floor 2 / 7F,Year Built 2004,Roppongi-itchome Station (5 min. walk),"Monthly Costs ¥105,000"
166,1K APARTMENT,"IN KACHIDOKI
CHUO-KU, TOKYO","Aonissin Co.,ltd.",Size 21.60 m²,Floor 4 / 8F,Year Built 2008,Kachidoki Station (5 min. walk),"Monthly Costs ¥93,000"
167,1K APARTMENT,"IN TOYOTAMANAKA
NERIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 19.87 m²,Floor 1 / 3F,Year Built 2008,Nerima Station (10 min. walk),"Monthly Costs ¥78,550"
168,1LDK APARTMENT,"IN YAMATOCHO
NAKANO-KU, TOKYO","Aonissin Co.,ltd.",Size 40.26 m²,Floor 2 / 5F,Year Built 2021,Koenji Station (10 min. walk),"Monthly Costs ¥172,000"
169,1K APARTMENT,"IN SUGAMO
TOSHIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 21.60 m²,Floor 3 / 14F,Year Built 1993,Nishisugamo Station (6 min. walk),"Monthly Costs ¥69,000"
170,3LDK APARTMENT,"IN SHINTOMI
CHUO-KU, TOKYO","Aonissin Co.,ltd.",Size 80.25 m²,Floor 13 / 13F,Year Built 2017,Shintomichou Station (2 min. walk),"Monthly Costs ¥498,000"
171,1R APARTMENT,"IN WASEDA TSURUMAKICHO
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 16.53 m²,Floor 2 / 8F,Year Built 1994,Waseda Station (5 min. walk),"Monthly Costs ¥65,000"
172,1DK APARTMENT,"IN NEGISHI
TAITO-KU, TOKYO","Aonissin Co.,ltd.",Size 29.40 m²,Floor 1 / 5F,Year Built 2006,Uguisudani Station (4 min. walk),"Monthly Costs ¥90,000"
173,1R APARTMENT,"IN HONGO
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 17.71 m²,Floor 9 / 9F,Year Built 1981,Suidoubashi Station (2 min. walk),"Monthly Costs ¥65,000"
174,1R APARTMENT,"IN KACHIDOKI
CHUO-KU, TOKYO","Aonissin Co.,ltd.",Size 22.59 m²,Floor 5 / 11F,Year Built 1975,Kachidoki Station (2 min. walk),"Monthly Costs ¥80,000"
175,2LDK APARTMENT,"IN NAKAKASAI
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 56.00 m²,Floor 3 / 5F,Year Built 1997,Kasai Station (4 min. walk),"Monthly Costs ¥132,000"
176,1K APARTMENT,"IN NISHIWASEDA(SONOTA)
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 21.47 m²,Floor 2 / 3F,Year Built 2014,Nishiwaseda Station (5 min. walk),"Monthly Costs ¥103,050"
177,1K APARTMENT,"IN MINAMITANAKA
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 4F,Year Built 2006,Nerima Takanodai Station (9 min. walk),"Monthly Costs ¥66,050"
178,1K APARTMENT,"IN NARITANISHI
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 22.90 m²,Floor 1 / 2F,Year Built 2017,Hamadayama Station (12 min. walk),"Monthly Costs ¥83,550"
179,1DK APARTMENT,"IN MINAMIOI
SHINAGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 24.30 m²,Floor 3 / 7F,Year Built 1980,Omori Station (3 min. walk),"Monthly Costs ¥75,000"
180,3LDK APARTMENT,"IN JINNAN
SHIBUYA-KU, TOKYO","Aonissin Co.,ltd.",Size 121.29 m²,Floor 16 / 18F,Year Built 1999,Shibuya Station (8 min. walk),"Monthly Costs ¥750,000"
181,1DK APARTMENT,"IN NISHIOGU
ARAKAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 27.75 m²,Floor 2 / 2F,Year Built 1983,Kumanomae Station (8 min. walk),"Monthly Costs ¥80,000 negotiable"
182,3DK APARTMENT,"IN HONKOMAGOME
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 54.81 m²,Floor 2 / 3F,Year Built 1991,Honkomagome Station (5 min. walk),"Monthly Costs ¥136,000"
183,1R APARTMENT,"IN CHUO
NAKANO-KU, TOKYO","Aonissin Co.,ltd.",Size 17.39 m²,Floor 3 / 3F,Year Built 1988,Nakanosakaue Station (15 min. walk),"Monthly Costs ¥62,000"
184,1DK APARTMENT,"IN EBISU
SHIBUYA-KU, TOKYO","Aonissin Co.,ltd.",Size 28.06 m²,Floor 2 / 2F,Year Built 2002,Ebisu Station (7 min. walk),"Monthly Costs ¥128,000"
185,1LDK APARTMENT,"IN KAMIUMA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 90.16 m²,Floor 1 / 5F,Year Built 2003,Sangenjaya Station (9 min. walk),"Monthly Costs ¥254,000"
186,1K APARTMENT,"IN TOYOTAMAMINAMI
NERIMA-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 2F,Year Built 1998,Nogata Station (15 min. walk),"Monthly Costs ¥65,050"
187,1K APARTMENT,"IN KAMIKITAZAWA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 19.80 m²,Floor 2 / 2F,Year Built 1987,Kamikitazawa Station (3 min. walk),"Monthly Costs ¥56,000"
188,1R APARTMENT,"IN NAKAJUKU
ITABASHI-KU, TOKYO","Aonissin Co.,ltd.",Size 16.56 m²,Floor 1 / 2F,Year Built 1990,Itabashikuyakushomae Station (9 min. walk),"Monthly Costs ¥53,000"
189,2LDK APARTMENT,"IN MINAMIAOYAMA
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 97.00 m²,Floor 3 / 15F,Year Built 2008,Nogizaka Station (3 min. walk),"Monthly Costs ¥530,000"
190,2DK APARTMENT,"IN KAMIOSAKI
SHINAGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 37.70 m²,Floor 2 / 2F,Year Built 1973,Shirokanedai Station (7 min. walk),"Monthly Costs ¥125,000"
191,1K APARTMENT,"IN TAKENOTSUKA
ADACHI-KU, TOKYO","Aonissin Co.,ltd.",Size 12.67 m²,Floor 2 / 3F,Year Built 2015,Take No Tsuka Station (8 min. walk),"Monthly Costs ¥45,000"
192,2LDK APARTMENT,"IN NIHOMBASHIHAKOZAKICHO
CHUO-KU, TOKYO","Aonissin Co.,ltd.",Size 53.78 m²,Floor 6 / 10F,Year Built 2019,Suitengumae Station (6 min. walk),"Monthly Costs ¥269,000"
193,2LDK APARTMENT,"IN SHIMBASHI
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 50.33 m²,Floor 12 / 15F,Year Built 2016,Onarimon Station (6 min. walk),"Monthly Costs ¥266,000"
194,2LDK HOUSE,"IN MINAMIOTSUKA
TOSHIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 80.59 m²,Year Built 1978,Nearest Station Shinotsuka Station (8 min. walk),?,"Monthly Costs ¥190,000"
195,1K APARTMENT,"IN HATCHOBORI
CHUO-KU, TOKYO","Aonissin Co.,ltd.",Size 32.94 m²,Floor 2 / 11F,Year Built 2008,Takaracho Station (2 min. walk),"Monthly Costs ¥122,000"
196,1DK APARTMENT,"IN YUSHIMA
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 32.30 m²,Floor 3 / 6F,Year Built 1981,Yushima Station (1 min. walk),"Monthly Costs ¥100,000"
197,1K APARTMENT,"IN OJIMA
KOTO-KU, TOKYO","Aonissin Co.,ltd.",Size 24.06 m²,Floor 5 / 6F,Year Built 1997,Ojima Station (4 min. walk),"Monthly Costs ¥72,000"
198,2DK APARTMENT,"IN SHIMURA
ITABASHI-KU, TOKYO","Aonissin Co.,ltd.",Size 35.55 m²,Floor 3 / 10F,Year Built 1979,Shimura-sakaue Station (1 min. walk),"Monthly Costs ¥79,000"
199,3DK APARTMENT,"IN KAMISAGINOMIYA
NAKANO-KU, TOKYO","Aonissin Co.,ltd.",Size 50.22 m²,Floor 1 / 3F,Year Built 1984,Fujimidai Station (9 min. walk),"Monthly Costs ¥103,000"
200,2DK APARTMENT,"IN HIGASHINAKANO
NAKANO-KU, TOKYO","Aonissin Co.,ltd.",Size 54.00 m²,Floor 3 / 3F,Year Built 2000,Higashinakano Station (10 min. walk),"Monthly Costs ¥153,000"
201,1K APARTMENT,"IN TOKIWADAI
ITABASHI-KU, TOKYO","Aonissin Co.,ltd.",Size 19.87 m²,Floor 1 / 2F,Year Built 2010,Tokiwadai Station (10 min. walk),"Monthly Costs ¥68,550"
202,1K APARTMENT,"IN HIRAI
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 15.79 m²,Floor 2 / 2F,Year Built 1994,Hirai Station (4 min. walk),"Monthly Costs ¥59,000"
203,1R APARTMENT,"IN KITASHINJUKU
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 11.96 m²,Floor 1 / 2F,Year Built 1979,Okubo Station (6 min. walk),"Monthly Costs ¥51,000"
204,2K APARTMENT,"IN ASAKUSABASHI
TAITO-KU, TOKYO","Aonissin Co.,ltd.",Size 37.70 m²,Floor 4 / 9F,Year Built 1977,Kuramae Station (3 min. walk),"Monthly Costs ¥96,000"
205,1K APARTMENT,"IN FUKASAWA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 19.87 m²,Floor 1 / 2F,Year Built 2016,Toritsu-daigaku Station (16 min. walk),"Monthly Costs ¥76,550"
206,1K APARTMENT,"IN ENOKICHO
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 18.44 m²,Floor 8 / 9F,Year Built 1981,Kagurazaka Station (6 min. walk),"Monthly Costs ¥75,000"
207,1DK APARTMENT,"IN KAMIJUJO
KITA-KU, TOKYO","Aonissin Co.,ltd.",Size 23.30 m²,Floor 2 / 3F,Year Built 1992,Jujo Station (8 min. walk),"Monthly Costs ¥69,000"
208,1K APARTMENT,"IN NISHIOGIKITA
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 16.20 m²,Floor 4 / 5F,Year Built 1992,Nishi Ogikubo Station (4 min. walk),"Monthly Costs ¥65,000"
209,1R APARTMENT,"IN OMORIHONCHO
OTA-KU, TOKYO","Aonissin Co.,ltd.",Size 17.10 m²,Floor 1 / 3F,Year Built 1994,Heiwajima Station (5 min. walk),"Monthly Costs ¥54,000"
210,1R APARTMENT,"IN JIYUGAOKA
MEGURO-KU, TOKYO","Aonissin Co.,ltd.",Size 27.80 m²,Floor 3 / 3F,Year Built 2015,Jiyugaoka Station (9 min. walk),"Monthly Costs ¥122,550"
211,1K APARTMENT,"IN SAKAECHO
KITA-KU, TOKYO","Aonissin Co.,ltd.",Size 17.39 m²,Floor 3 / 5F,Year Built 1987,Sakaecho Station (2 min. walk),"Monthly Costs ¥60,000"
212,1R APARTMENT,"IN KAMITAKADA
NAKANO-KU, TOKYO","Aonissin Co.,ltd.",Size 17.03 m²,Floor 1 / 4F,Year Built 1982,Araiyakushimae Station (15 min. walk),"Monthly Costs ¥55,000"
213,1R APARTMENT,"IN YOTSUYA
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 18.63 m²,Floor 2 / 12F,Year Built 1978,Yotsuya San Choume Station (4 min. walk),"Monthly Costs ¥65,000"
214,1K APARTMENT,"IN TOSHIMA
KITA-KU, TOKYO","Aonissin Co.,ltd.",Size 23.61 m²,Floor 1 / 2F,Year Built 2009,Ouji Kamiya Station (21 min. walk),"Monthly Costs ¥68,550"
215,1LDK APARTMENT,"IN EBISUNISHI
SHIBUYA-KU, TOKYO","Aonissin Co.,ltd.",Size 46.72 m²,Floor 4 / 5F,Year Built 1989,Ebisu Station (7 min. walk),"Monthly Costs ¥185,000"
216,2LDK APARTMENT,"IN MATSUGAYA
TAITO-KU, TOKYO","Aonissin Co.,ltd.",Size 51.12 m²,Floor 10 / 11F,Year Built 1997,Tawaramachi Station (7 min. walk),"Monthly Costs ¥151,000"
217,1LDK APARTMENT,"IN SASAZUKA
SHIBUYA-KU, TOKYO","Aonissin Co.,ltd.",Size 41.49 m²,Floor 1 / 4F,Year Built 2020,Daitabashi Station (8 min. walk),"Monthly Costs ¥188,000"
218,2K APARTMENT,"IN HASUNE
ITABASHI-KU, TOKYO","Aonissin Co.,ltd.",Size 35.00 m²,Floor 2 / 2F,Year Built 1989,Hasune Station (4 min. walk),"Monthly Costs ¥72,000"
219,2K APARTMENT,"IN IZUMI
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 40.15 m²,Floor 2 / 2F,Year Built 1989,Hounanchou Station (10 min. walk),"Monthly Costs ¥95,000"
220,1K APARTMENT,"IN NISHISHINAGAWA
SHINAGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 24.66 m²,Floor 3 / 4F,Year Built 1988,Osaki Station (4 min. walk),"Monthly Costs ¥100,000"
221,1R APARTMENT,"IN NAKAMEGURO
MEGURO-KU, TOKYO","Aonissin Co.,ltd.",Size 16.66 m²,Floor 3 / 5F,Year Built 1998,Nakameguro Station (7 min. walk),"Monthly Costs ¥86,000"
222,1LDK APARTMENT,"IN SAGA
KOTO-KU, TOKYO","Aonissin Co.,ltd.",Size 42.84 m²,Floor 3 / 7F,Year Built 2014,Monzennakachou Station (9 min. walk),"Monthly Costs ¥150,000"
223,2DK APARTMENT,"IN HIGASHIOI
SHINAGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 34.96 m²,Floor 4 / 11F,Year Built 1991,Oimachi Station (5 min. walk),"Monthly Costs ¥124,000"
224,1LDK HOUSE,"IN KAMINOGE
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 60.39 m²,Year Built 2010,Nearest Station Kaminoge Station (9 min. walk),?,"Monthly Costs ¥170,000"
225,2K APARTMENT,"IN MINAMIKARASUYAMA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 35.00 m²,Floor 1 / 2F,Year Built 1989,Roka Koen Station (4 min. walk),"Monthly Costs ¥97,000"
226,1K APARTMENT,"IN KAMIUMA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 19.30 m²,Floor 6 / 14F,Year Built 2003,Komazawa-daigaku Station (5 min. walk),"Monthly Costs ¥80,000"
227,1K APARTMENT,"IN KUGAHARA
OTA-KU, TOKYO","Aonissin Co.,ltd.",Size 24.78 m²,Floor 1 / 7F,Year Built 2001,Nishimagome Station (11 min. walk),"Monthly Costs ¥75,000"
228,1LDK APARTMENT,"IN SHINKAWA
CHUO-KU, TOKYO","Aonissin Co.,ltd.",Size 40.35 m²,Floor 10 / 13F,Year Built 2006,Hacchoubori Station (5 min. walk),"Monthly Costs ¥179,000"
229,1R APARTMENT,"IN MINAMIOGIKUBO
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 16.24 m²,Floor 1 / 5F,Year Built 1987,Ogikubo Station (6 min. walk),"Monthly Costs ¥55,000"
230,1K APARTMENT,"IN NISHIROKUGO
OTA-KU, TOKYO","Aonissin Co.,ltd.",Size 20.81 m²,Floor 1 / 3F,Year Built 2007,Rokugoudote Station (13 min. walk),"Monthly Costs ¥75,550"
231,1K APARTMENT,"IN SUMIDA
SUMIDA-KU, TOKYO","Aonissin Co.,ltd.",Size 20.05 m²,Floor 1 / 3F,Year Built 2020,Kanegafuchi Station (8 min. walk),"Monthly Costs ¥69,000"
232,2DK APARTMENT,"IN EGOTA
NAKANO-KU, TOKYO","Aonissin Co.,ltd.",Size 40.00 m²,Floor 6 / 7F,Year Built 1990,Numabukuro Station (7 min. walk),"Monthly Costs ¥125,000"
233,1K APARTMENT,"IN SHIMOCHIAI
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 19.96 m²,Floor 7 / 10F,Year Built 2002,Shimoochiai Station (2 min. walk),"Monthly Costs ¥85,500"
234,2LDK APARTMENT,"IN TSUKUDA
CHUO-KU, TOKYO","Aonissin Co.,ltd.",Size 69.34 m²,Floor 23 / 29F,Year Built 2002,Tsukishima Station (2 min. walk),"Monthly Costs ¥280,000"
235,1K APARTMENT,"IN HIRAI
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 20.28 m²,Floor 1 / 2F,Year Built 2006,Hirai Station (9 min. walk),"Monthly Costs ¥69,550"
236,1K APARTMENT,"IN TAKINOGAWA
KITA-KU, TOKYO","Aonissin Co.,ltd.",Size 20.00 m²,Floor 1 / 3F,Year Built 1987,Nishisugamo Station (7 min. walk),"Monthly Costs ¥59,000"
237,1LDK HOUSE,"IN SHINOZAKIMACHI
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 45.13 m²,Year Built 1973,Nearest Station Shinozaki Station (8 min. walk),?,"Monthly Costs ¥93,000"
238,1K APARTMENT,"IN IKO
ADACHI-KU, TOKYO","Aonissin Co.,ltd.",Size 20.04 m²,Floor 1 / 2F,Year Built 2020,Tonerikouen Station (15 min. walk),"Monthly Costs ¥77,550"
239,1K APARTMENT,"IN TAKAMATSU
NERIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 20.76 m²,Floor 3 / 6F,Year Built 2008,Hikarigaoka Station (12 min. walk),"Monthly Costs ¥68,000"
240,1DK APARTMENT,"IN MINAMISENJU
ARAKAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 25.11 m²,Floor 2 / 2F,Year Built 1993,Minowa Station (5 min. walk),"Monthly Costs ¥68,000"
241,1K APARTMENT,"IN SHIROKANE
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 20.44 m²,Floor 2 / 8F,Year Built 2005,Shirokane-takanawa Station (5 min. walk),"Monthly Costs ¥92,000"
